product,sub_product,issue,sub_issue,submitted_via,company,state,timely,company_response,month_year,count_of_complaint_id
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Incorrect information on your report,Account status incorrect,Web,"Affirm Holdings, Inc",OR,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Incorrect information on your report,Account status incorrect,Web,Merchants Acceptance Corp,WV,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,Not Available,Phone,"ACIMA CREDIT, LLC",NM,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,Not Available,Phone,"Advance America, Cash Advance Centers, Inc.",KS,No,Untimely response,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,Not Available,Web,"Affirm Holdings, Inc",ND,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,Not Available,Web,Klarna AB,ID,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,Not Available,Web,OneMain Finance Corporation,OH,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Web,"Affirm Holdings, Inc",NH,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,Not Available,Referral,"Home Loan Center, Inc.",SD,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,Not Available,Web,"Affirm Holdings, Inc",OR,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,Not Available,Web,"SOFI TECHNOLOGIES, INC.",NH,Yes,Closed with monetary relief,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,Not Available,Web,SYNCHRONY FINANCIAL,KS,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,Not Available,Web,Solar Mosaic LLC,NH,No,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,Not Available,Web,"Upstart Holdings, Inc.",DE,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,Not Available,Web,"Westlake Services, LLC",ID,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with the payoff process at the end of the loan,Not Available,Referral,"Harpeth Financial Services, LLC",ID,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with the payoff process at the end of the loan,Not Available,Referral,WELLS FARGO & COMPANY,KS,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with the payoff process at the end of the loan,Not Available,Web,"Affirm Holdings, Inc",NH,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with the payoff process at the end of the loan,Not Available,Web,BARCLAYS BANK DELAWARE,TN,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with the payoff process at the end of the loan,Not Available,Web,"COLUMBIA BANKING SYSTEM, INC.",NH,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with the payoff process at the end of the loan,Not Available,Web,"Upstart Holdings, Inc.",MA,Yes,In progress,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Struggling to pay your loan,Not Available,Web,"Exeter Finance, LLC.",KS,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Other advances of future income,Confusing or missing disclosures,Not Available,Web,"Paramount GR Holdings, LLC",ID,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Other advances of future income,Problems receiving the advance,Not Available,Web,"CashRepublic Holdings, Inc.",AK,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Pawn loan,Credit monitoring or identity theft protection services,Problem canceling credit monitoring or identify theft protection service,Web,Robinson Economic Development Corporation,OH,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Charged fees or interest you didn't expect,Not Available,Web,"CASHCALL, INC.",NV,Yes,Closed with explanation,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Charged fees or interest you didn't expect,Not Available,Web,"Mandarich Law Group, LLP",CA,Yes,Closed with explanation,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Charged fees or interest you didn't expect,Not Available,Web,"Opportunity Financial, LLC",NE,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Charged fees or interest you didn't expect,Not Available,Web,"Uprova Credit, LLC",MA,Yes,In progress,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Money was taken from your bank account on the wrong day or for the wrong amount,Not Available,Web,Wolf River Development Company,WY,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Received a loan you didn't apply for,Not Available,Web,CCF Intermediate Holdings LLC,ID,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Struggling to pay your loan,Not Available,Web,CNG FINANCIAL CORPORATION,NE,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Struggling to pay your loan,Not Available,Web,Double D Finance dba Idaho Finance,ID,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Struggling to pay your loan,Not Available,Web,"Harpeth Financial Services, LLC",OH,Yes,Closed with explanation,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Payday loan,Struggling to pay your loan,Not Available,Web,"Uprova Credit, LLC",CO,Yes,In progress,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Charged fees or interest you didn't expect,Not Available,Web,"Paramount GR Holdings, LLC",CO,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Getting a line of credit,Not Available,Web,LendingPoint Holdings LLC,MN,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Getting a line of credit,Not Available,Web,"Rocket Mortgage, LLC",WV,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Getting a line of credit,Not Available,Web,"SOFI TECHNOLOGIES, INC.",UT,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Getting a line of credit,Not Available,Web,"Upstart Holdings, Inc.",OR,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,Web,Credit Fresh Holdings Inc,AK,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Problem with additional add-on products or services,Not Available,Web,SYNCHRONY FINANCIAL,NM,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Tax refund anticipation loan or check,Problems receiving the advance,Not Available,Web,"Credit Karma, LLC",SD,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Title loan,Can't contact lender or servicer,Not Available,Web,"Skopos Financial, LLC",WA,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Title loan,Charged fees or interest you didn't expect,Not Available,Web,OneMain Finance Corporation,NM,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Title loan,Loan payment wasn't credited to your account,Not Available,Web,ALLY FINANCIAL INC.,NC,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Title loan,Problem with the payoff process at the end of the loan,Not Available,Web,OneMain Finance Corporation,KY,Yes,In progress,02-26,2
"Payday loan, title loan, personal loan, or advance loan",Title loan,Problem with the payoff process at the end of the loan,Not Available,Web,OneMain Finance Corporation,SD,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Title loan,Problem with the payoff process at the end of the loan,Not Available,Web,OneMain Finance Corporation,SD,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Title loan,Vehicle was repossessed or sold the vehicle,Not Available,Web,"Presto Loan Center, LLC",AZ,Yes,Closed with explanation,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Title loan,"Was approved for a loan, but didn't receive money",Not Available,Web,OneMain Finance Corporation,NH,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Problem getting a card or closing an account,"Trouble getting, activating, or registering a card",Web,Blackhawk Network Holdings Inc.,CT,Yes,In progress,03-26,1
Prepaid card,General-purpose prepaid card,Problem getting a card or closing an account,"Trouble getting, activating, or registering a card",Web,"Block, Inc.",GA,Yes,In progress,03-26,1
Prepaid card,General-purpose prepaid card,Problem getting a card or closing an account,"Trouble getting, activating, or registering a card",Web,"Block, Inc.",IA,Yes,Closed with explanation,02-26,1
Prepaid card,General-purpose prepaid card,Problem getting a card or closing an account,"Trouble getting, activating, or registering a card",Web,"Block, Inc.",UT,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Problem getting a card or closing an account,"Trouble getting, activating, or registering a card",Web,"Block, Inc.",VA,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,Phone,"Block, Inc.",CO,Yes,In progress,03-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,Web,Blackhawk Network Holdings Inc.,MT,Yes,Closed with explanation,02-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,Web,"Block, Inc.",IA,Yes,Closed with explanation,02-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,Web,"Block, Inc.",IA,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,Web,"Block, Inc.",ID,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,Web,"Block, Inc.",MO,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Charged for a purchase or transfer you did not make with the card,Web,"Block, Inc.",CT,Yes,In progress,03-26,1
Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Charged for a purchase or transfer you did not make with the card,Web,"Block, Inc.",SC,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Trouble using the card,Trouble getting information about the card,Web,"Paypal Holdings, Inc",AK,Yes,Closed with explanation,02-26,1
Prepaid card,General-purpose prepaid card,Trouble using the card,Trouble getting information about the card,Web,"Paypal Holdings, Inc",AK,Yes,In progress,02-26,1
Prepaid card,General-purpose prepaid card,Trouble using the card,Trouble getting information about the card,Web,Revolut Technologies Inc.,RI,Yes,Closed with explanation,02-26,1
Prepaid card,General-purpose prepaid card,Trouble using the card,Trouble using the card to spend money in a store or online,Web,Newport Intermediate Inc.,NH,Yes,Closed with explanation,02-26,1
Prepaid card,General-purpose prepaid card,Unexpected or other fees,Not Available,Web,Blackhawk Network Holdings Inc.,MD,Yes,Closed with explanation,03-26,1
Prepaid card,General-purpose prepaid card,Unexpected or other fees,Not Available,Web,"Block, Inc.",WA,Yes,In progress,03-26,1
